roi,policy,method,seed,N_budget,N_spawn,N_GT_evaluation_only,pred_to_gt,gt_to_pred,symmetric_chamfer,equal_cardinality_chamfer,normal_error,appearance_rmse,seam_error,runtime_s,fscore_0.5x,precision_0.5x,recall_0.5x,fscore_1.0x,precision_1.0x,recall_1.0x,fscore_2.0x,precision_2.0x,recall_2.0x
ramen_sample_019,hard,C0,0,61,61,56,0.018658879423829006,0.0378693107529009,0.02826409508836495,0.028305758329714475,23.441659927368164,0.7183380052675612,0.3559789649522907,3.551079511642456,0.0,0.0,0.0,0.060453400503518245,0.19672131147540983,0.03571428571428571,0.3794466403158396,0.7868852459016393,0.25
ramen_sample_019,hard,C1,0,61,61,56,0.01613864317211713,0.021462759831973904,0.01880070150204552,0.018899393059882124,25.892473220825195,0.6960383230142242,0.5683031678694584,3.3956377506256104,0.034188034187535105,0.03278688524590164,0.03571428571428571,0.2655721873486687,0.4098360655737705,0.19642857142857142,0.8096590909085999,0.9344262295081968,0.7142857142857143
ramen_sample_019,hard,C2,0,61,61,56,0.01613864317211713,0.021462759831973904,0.01880070150204552,0.018899393059882124,25.892473220825195,0.8197880377806577,0.8965094998903803,3.382091760635376,0.034188034187535105,0.03278688524590164,0.03571428571428571,0.2655721873486687,0.4098360655737705,0.19642857142857142,0.8096590909085999,0.9344262295081968,0.7142857142857143
ramen_sample_019,hard,C3,0,61,61,56,0.0223693543011796,0.01629734432898967,0.019333349315084635,0.019542564010500457,41.25922393798828,0.9358968240931117,1.03198819610974,3.3888351917266846,0.08547008546958637,0.08196721311475409,0.08928571428571429,0.34702430846555515,0.3770491803278688,0.32142857142857145,0.7774898185852173,0.6885245901639344,0.8928571428571429
ramen_sample_020,hard,C0,0,37,37,56,0.019086181928811327,0.030673883886622812,0.02488003290771707,0.02510744112227327,50.166664123535156,0.2864737418120668,0.20562075742083646,3.282672643661499,0.0,0.0,0.0,0.1368078175891149,0.1891891891891892,0.10714285714285714,0.6168876482898541,0.918918918918919,0.4642857142857143
ramen_sample_020,hard,C1,0,37,37,56,0.019086181928811327,0.030673883886622812,0.02488003290771707,0.02510744112227327,50.166664123535156,0.25761977110378426,0.08338194247763588,3.2996296882629395,0.0,0.0,0.0,0.1368078175891149,0.1891891891891892,0.10714285714285714,0.6168876482898541,0.918918918918919,0.4642857142857143
ramen_sample_020,hard,C2,0,37,37,56,0.019086181928811327,0.030673883886622812,0.02488003290771707,0.02510744112227327,50.166664123535156,0.3560361061960678,0.33253404576843026,3.4689128398895264,0.0,0.0,0.0,0.1368078175891149,0.1891891891891892,0.10714285714285714,0.6168876482898541,0.918918918918919,0.4642857142857143
ramen_sample_020,hard,C3,0,37,37,56,0.041884361198760905,0.028779058849530602,0.03533171002414576,0.035665457185292064,43.12329864501953,0.7784341035805854,0.7607433829146124,3.4171910285949707,0.021505376343606893,0.02702702702702703,0.017857142857142856,0.11594202898500987,0.10810810810810811,0.125,0.48691358024641535,0.4594594594594595,0.5178571428571429
ramen_sample_021,hard,C0,0,86,86,56,0.013736473942574637,0.025813073556272843,0.01977477374942374,0.020276966794322716,63.885799407958984,4.8634310456897436e-05,4.8634310456897436e-05,3.3431615829467773,0.0,0.0,0.0,0.11167512690321205,0.2558139534883721,0.07142857142857142,0.4164037854885636,0.7674418604651163,0.2857142857142857
ramen_sample_021,hard,C1,0,86,86,56,0.030519034839739043,0.018466987762415867,0.024493011301077457,0.02796365768238892,50.412166595458984,1.2110283907705792,1.2110283907705792,3.603994607925415,0.014084507041775838,0.011627906976744186,0.017857142857142856,0.06486486486444272,0.046511627906976744,0.10714285714285714,0.29939393939350245,0.22093023255813954,0.4642857142857143
ramen_sample_021,hard,C2,0,86,86,56,0.030519034839739043,0.018466987762415867,0.024493011301077457,0.02796365768238892,50.412166595458984,1.2129063443871668,1.2129063443871668,3.3589158058166504,0.014084507041775838,0.011627906976744186,0.017857142857142856,0.06486486486444272,0.046511627906976744,0.10714285714285714,0.29939393939350245,0.22093023255813954,0.4642857142857143
ramen_sample_021,hard,C3,0,86,86,56,0.029623578265058747,0.0137298635558897,0.021676720910474224,0.023001427946824807,50.43479919433594,1.277162086296789,1.277162086296789,3.2557575702667236,0.02816901408402936,0.023255813953488372,0.03571428571428571,0.1297297297293076,0.09302325581395349,0.21428571428571427,0.4292887029284378,0.313953488372093,0.6785714285714286
ramen_sample_022,hard,C0,0,183,183,59,0.03977091584831462,0.06421497967044501,0.051992947759379814,0.05192461386994725,52.2751350402832,1.9068503862219994,0.3374790600372736,3.2704765796661377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ramen_sample_022,hard,C1,0,183,183,59,0.041419291934510265,0.05406012016663737,0.047739706050573816,0.05404921417970836,53.622100830078125,1.9423159026964765,0.38201432851495826,3.4135327339172363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ramen_sample_022,hard,C2,0,183,183,59,0.041419291934510265,0.05406012016663737,0.047739706050573816,0.05404921417970836,53.622100830078125,2.0141934029665522,0.5209551372563846,3.255918025970459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ramen_sample_022,hard,C3,0,183,183,59,0.04136467139112602,0.0540152440158491,0.04768995770348756,0.053886334315436483,53.19218444824219,2.02769496782582,0.5214311413352325,3.624350070953369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
roi_B_junction,soft,C0,0,53,53,53,0.04073945664226624,0.08312762443568988,0.061933540538978066,0.061933540538978066,19.503082275390625,1.6780332340387918,1.680804441212129,3.429943084716797,0.0,0.0,0.0,0.0,0.0,0.0,0.09533267130062784,0.3018867924528302,0.05660377358490566
roi_B_junction,soft,C1,0,53,53,53,0.04073945664226624,0.08312762443568988,0.061933540538978066,0.061933540538978066,19.503082275390625,1.6601197427510177,1.662920798888432,3.6335294246673584,0.0,0.0,0.0,0.0,0.0,0.0,0.09533267130062784,0.3018867924528302,0.05660377358490566
roi_B_junction,soft,C2,0,53,53,53,0.04073945664226624,0.08312762443568988,0.061933540538978066,0.061933540538978066,19.503082275390625,1.6675083711182492,1.6702970402826285,3.321488380432129,0.0,0.0,0.0,0.0,0.0,0.0,0.09533267130062784,0.3018867924528302,0.05660377358490566
roi_B_junction,soft,C3,0,53,53,53,0.04096976422806709,0.047411106600587144,0.044190435414327114,0.044190435414327114,26.465423583984375,1.572311720702559,1.5750528536988582,3.353530168533325,0.0,0.0,0.0,0.018867924527801887,0.018867924528301886,0.018867924528301886,0.29127358490517796,0.3584905660377358,0.24528301886792453
roi_C_layered,soft,C0,0,45,45,69,0.009989341235944485,0.01814833069541946,0.014068835965681972,0.014617178494682746,44.81156539916992,0.2297989383761093,0.13212392530381065,3.2504658699035645,0.0,0.0,0.0,0.04395604395554401,0.044444444444444446,0.043478260869565216,0.19512195121901965,0.2222222222222222,0.17391304347826086
roi_C_layered,soft,C1,0,45,45,69,0.009989341235944485,0.01814833069541946,0.014068835965681972,0.014617178494682746,44.81156539916992,0.23114243907161294,0.1336075438497344,3.1224589347839355,0.0,0.0,0.0,0.04395604395554401,0.044444444444444446,0.043478260869565216,0.19512195121901965,0.2222222222222222,0.17391304347826086
roi_C_layered,soft,C2,0,45,45,69,0.009989341235944485,0.01814833069541946,0.014068835965681972,0.014617178494682746,44.81156539916992,0.23573751440971924,0.14993616922072223,3.1042540073394775,0.0,0.0,0.0,0.04395604395554401,0.044444444444444446,0.043478260869565216,0.19512195121901965,0.2222222222222222,0.17391304347826086
roi_C_layered,soft,C3,0,45,45,69,0.010447090102054666,0.01536992764732476,0.012908508874689712,0.013417345153644337,48.63441848754883,0.22728324540187433,0.1684612043397865,3.1044342517852783,0.0,0.0,0.0,0.01754385964864497,0.022222222222222223,0.014492753623188406,0.14035087719250464,0.17777777777777778,0.11594202898550725
roi_D_curved_v2,soft,C0,0,47,47,160,0.025788129545580678,0.034602249733602965,0.03019518963959182,0.0347549123782227,50.1574821472168,1.265022920680547,1.1887667680735328,3.081477642059326,0.04571428571389283,0.0851063829787234,0.03125,0.15994531783964364,0.2765957446808511,0.1125,0.528040176969512,0.6808510638297872,0.43125
roi_D_curved_v2,soft,C1,0,47,47,160,0.025788129545580678,0.034602249733602965,0.03019518963959182,0.0347549123782227,50.1574821472168,1.2547407782797322,1.1766626219326275,3.137096881866455,0.04571428571389283,0.0851063829787234,0.03125,0.15994531783964364,0.2765957446808511,0.1125,0.528040176969512,0.6808510638297872,0.43125
roi_D_curved_v2,soft,C2,0,47,47,160,0.025788129545580678,0.034602249733602965,0.03019518963959182,0.0347549123782227,50.1574821472168,1.262468687376296,1.1853262539284106,3.075545072555542,0.04571428571389283,0.0851063829787234,0.03125,0.15994531783964364,0.2765957446808511,0.1125,0.528040176969512,0.6808510638297872,0.43125
roi_D_curved_v2,soft,C3,0,47,47,160,0.025788129545580678,0.034602249733602965,0.03019518963959182,0.0347549123782227,50.1574821472168,1.262468687376296,1.1853262539284106,3.104179620742798,0.04571428571389283,0.0851063829787234,0.03125,0.15994531783964364,0.2765957446808511,0.1125,0.528040176969512,0.6808510638297872,0.43125
ramen_sample_001,soft,C0,0,57,57,56,0.012025198033970319,0.021479695178982607,0.016752446606476463,0.016737499014232087,54.8961067199707,0.4396227895999534,0.2828709458919538,3.080186367034912,0.0,0.0,0.0,0.060273972602476175,0.19298245614035087,0.03571428571428571,0.5213270142176152,0.9649122807017544,0.35714285714285715
ramen_sample_001,soft,C1,0,57,57,56,0.012025198033970319,0.021479695178982607,0.016752446606476463,0.016737499014232087,54.8961067199707,0.438655995952249,0.29710384029737497,3.132880926132202,0.0,0.0,0.0,0.060273972602476175,0.19298245614035087,0.03571428571428571,0.5213270142176152,0.9649122807017544,0.35714285714285715
ramen_sample_001,soft,C2,0,57,57,56,0.012025198033970319,0.021479695178982607,0.016752446606476463,0.016737499014232087,54.8961067199707,0.4175414170316862,0.35375671537056413,3.115226984024048,0.0,0.0,0.0,0.060273972602476175,0.19298245614035087,0.03571428571428571,0.5213270142176152,0.9649122807017544,0.35714285714285715
ramen_sample_001,soft,C3,0,57,57,56,0.02145175200423474,0.01418536374941692,0.01781855787682583,0.01782283760175388,40.04258728027344,0.7424184105899844,0.6858015378462233,3.170034170150757,0.035398230087995614,0.03508771929824561,0.03571428571428571,0.13245033112536117,0.10526315789473684,0.17857142857142858,0.5393258426961686,0.42105263157894735,0.75
ramen_sample_002,soft,C0,0,67,67,206,0.0036906527688618414,0.007797117480302233,0.005743885124582037,0.006180701899077653,52.0365104675293,0.7746261360548495,0.3678264972769535,3.061004877090454,0.06593406593369555,0.13432835820895522,0.043689320388349516,0.3351955307258531,0.5970149253731343,0.23300970873786409,0.7590361445778422,1.0,0.6116504854368932
ramen_sample_002,soft,C1,0,67,67,206,0.0036906527688618414,0.007797117480302233,0.005743885124582037,0.006180701899077653,52.0365104675293,0.7818116753313409,0.3851134113631237,3.105177164077759,0.06593406593369555,0.13432835820895522,0.043689320388349516,0.3351955307258531,0.5970149253731343,0.23300970873786409,0.7590361445778422,1.0,0.6116504854368932
ramen_sample_002,soft,C2,0,67,67,206,0.0036906527688618414,0.007797117480302233,0.005743885124582037,0.006180701899077653,52.0365104675293,0.8500959573596242,0.5986289941017562,3.131808280944824,0.06593406593369555,0.13432835820895522,0.043689320388349516,0.3351955307258531,0.5970149253731343,0.23300970873786409,0.7590361445778422,1.0,0.6116504854368932
ramen_sample_002,soft,C3,0,67,67,206,0.0063641886388758175,0.006118439442732092,0.006241314040803955,0.007579540726941015,40.326927185058594,0.7355433641198881,0.7180748165509454,3.1867775917053223,0.06902502156990825,0.11940298507462686,0.04854368932038835,0.2825948965337184,0.31343283582089554,0.25728155339805825,0.7272998954021995,0.7313432835820896,0.7233009708737864
ramen_sample_003,soft,C0,0,90,90,56,0.026862610358447996,0.0702127976133414,0.0485377039858947,0.04879789462491538,32.14541244506836,0.8888567324532387,0.866902901397451,3.086822032928467,0.013698630136513417,0.011111111111111112,0.017857142857142856,0.07815631262485578,0.14444444444444443,0.05357142857142857,0.20754716981103882,0.6111111111111112,0.125
ramen_sample_003,soft,C1,0,90,90,56,0.026862610358447996,0.0702127976133414,0.0485377039858947,0.04879789462491538,32.14541244506836,0.8669962268560122,0.8443920096055639,3.0897786617279053,0.013698630136513417,0.011111111111111112,0.017857142857142856,0.07815631262485578,0.14444444444444443,0.05357142857142857,0.20754716981103882,0.6111111111111112,0.125
ramen_sample_003,soft,C2,0,90,90,56,0.026862610358447996,0.0702127976133414,0.0485377039858947,0.04879789462491538,32.14541244506836,0.8860699062974651,0.8639604931063612,3.1333749294281006,0.013698630136513417,0.011111111111111112,0.017857142857142856,0.07815631262485578,0.14444444444444443,0.05357142857142857,0.20754716981103882,0.6111111111111112,0.125
ramen_sample_003,soft,C3,0,90,90,56,0.04022877407485022,0.031305961061636425,0.03576736756824332,0.036382321460419476,36.174930572509766,0.924874434362501,0.8916700119421886,3.1508429050445557,0.041095890410486016,0.03333333333333333,0.05357142857142857,0.10958904109541752,0.08888888888888889,0.14285714285714285,0.4765342960283992,0.4,0.5892857142857143
ramen_sample_004,soft,C0,0,26,26,56,0.01880372489418108,0.029328973602727442,0.02406634924845426,0.025288285953540535,59.22617721557617,0.42088627394765304,0.11199342029698818,3.0466346740722656,0.02439024390200595,0.038461538461538464,0.017857142857142856,0.3658536585361523,0.5769230769230769,0.26785714285714285,0.8426966292129907,0.9615384615384616,0.75
ramen_sample_004,soft,C1,0,26,26,56,0.01880372489418108,0.029328973602727442,0.02406634924845426,0.025288285953540535,59.22617721557617,0.4155223092910685,0.11984471980578308,3.0694580078125,0.02439024390200595,0.038461538461538464,0.017857142857142856,0.3658536585361523,0.5769230769230769,0.26785714285714285,0.8426966292129907,0.9615384615384616,0.75
ramen_sample_004,soft,C2,0,26,26,56,0.01880372489418108,0.029328973602727442,0.02406634924845426,0.025288285953540535,59.22617721557617,0.3975004184023967,0.1495663811186866,3.0705416202545166,0.02439024390200595,0.038461538461538464,0.017857142857142856,0.3658536585361523,0.5769230769230769,0.26785714285714285,0.8426966292129907,0.9615384615384616,0.75
ramen_sample_004,soft,C3,0,26,26,56,0.0353684347058678,0.02957370064179954,0.03247106767383367,0.03248109655786938,57.29402160644531,1.0536299160214708,0.8920110256167213,3.0821802616119385,0.11299435028202112,0.15384615384615385,0.08928571428571429,0.3030303030298256,0.38461538461538464,0.25,0.68273092369428,0.6538461538461539,0.7142857142857143
ramen_sample_005,soft,C0,0,88,88,56,0.03162603951290127,0.039234057658022174,0.035430048585461726,0.0367281367863318,48.30207824707031,0.8337368136924634,0.7367525056519457,3.1162352561950684,0.0,0.0,0.0,0.03488372092973282,0.03409090909090909,0.03571428571428571,0.2884615384610503,0.3409090909090909,0.25
ramen_sample_005,soft,C1,0,88,88,56,0.03162603951290127,0.039234057658022174,0.035430048585461726,0.0367281367863318,48.30207824707031,0.7793884707935687,0.6816112397291786,3.1052069664001465,0.0,0.0,0.0,0.03488372092973282,0.03409090909090909,0.03571428571428571,0.2884615384610503,0.3409090909090909,0.25
ramen_sample_005,soft,C2,0,88,88,56,0.03162603951290127,0.039234057658022174,0.035430048585461726,0.0367281367863318,48.30207824707031,0.8513502557427126,0.7494034757871394,3.122077226638794,0.0,0.0,0.0,0.03488372092973282,0.03409090909090909,0.03571428571428571,0.2884615384610503,0.3409090909090909,0.25
ramen_sample_005,soft,C3,0,88,88,56,0.04662096684776001,0.047515044485554915,0.04706800566665746,0.05259160655269007,58.856422424316406,0.7997944692186453,0.8839445216420739,3.1294710636138916,0.0,0.0,0.0,0.04166666666619135,0.03409090909090909,0.05357142857142857,0.31585677749310853,0.29545454545454547,0.3392857142857143
ramen_sample_006,soft,C0,0,83,83,56,0.018154599311059807,0.039470541723366386,0.028812570517213094,0.02945854079950467,25.377426147460938,0.36885505474586283,0.3020249349481183,3.5877604484558105,0.08205128205079311,0.0963855421686747,0.07142857142857142,0.1759259259254527,0.2289156626506024,0.14285714285714285,0.5454545454541487,1.0,0.375
ramen_sample_006,soft,C1,0,83,83,56,0.018154599311059807,0.039470541723366386,0.028812570517213094,0.02945854079950467,25.377426147460938,0.31921650476193913,0.2890668514580788,3.391035318374634,0.08205128205079311,0.0963855421686747,0.07142857142857142,0.1759259259254527,0.2289156626506024,0.14285714285714285,0.5454545454541487,1.0,0.375
ramen_sample_006,soft,C2,0,83,83,56,0.018154599311059807,0.039470541723366386,0.028812570517213094,0.02945854079950467,25.377426147460938,0.17643554868070277,0.4208041075225123,3.451475143432617,0.08205128205079311,0.0963855421686747,0.07142857142857142,0.1759259259254527,0.2289156626506024,0.14285714285714285,0.5454545454541487,1.0,0.375
ramen_sample_006,soft,C3,0,83,83,56,0.026707877311553073,0.022467034122890358,0.024587455717221714,0.025726105252346497,39.272159576416016,0.7961855390679297,0.7480896783646662,3.424607276916504,0.05755395683405124,0.04819277108433735,0.07142857142857142,0.1796407185623743,0.18072289156626506,0.17857142857142858,0.6662369057206934,0.6385542168674698,0.6964285714285714
ramen_sample_007,soft,C0,0,92,92,56,0.06524431048853668,0.061272711330217944,0.06325851090937731,0.06397186775073951,52.18217849731445,0.31069852171224277,0.1992076254547099,3.216287612915039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ramen_sample_007,soft,C1,0,92,92,56,0.06524431048853668,0.061272711330217944,0.06325851090937731,0.06397186775073951,52.18217849731445,0.29178762400927666,0.17697815115583032,3.2996342182159424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ramen_sample_007,soft,C2,0,92,92,56,0.06524431048853668,0.061272711330217944,0.06325851090937731,0.06397186775073951,52.18217849731445,0.30315567194380216,0.2136924831970927,3.232447862625122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ramen_sample_007,soft,C3,0,92,92,56,0.05968658348580543,0.056795002979780795,0.05824079323279312,0.05784019150479318,49.45122528076172,0.31524535351675775,0.231361684753683,3.2630984783172607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ramen_sample_008,soft,C0,0,53,53,56,0.034297693570832934,0.08360692100817568,0.058952307289504305,0.05949464520078143,65.14984893798828,1.244752795766919,0.9468283183840264,3.1869349479675293,0.09271523178762388,0.1320754716981132,0.07142857142857142,0.1746216530846809,0.4716981132075472,0.10714285714285714,0.43652561247179966,0.9245283018867925,0.2857142857142857
ramen_sample_008,soft,C1,0,53,53,56,0.034297693570832934,0.08360692100817568,0.058952307289504305,0.05949464520078143,65.14984893798828,1.224922224462413,0.915157900138766,3.433570623397827,0.09271523178762388,0.1320754716981132,0.07142857142857142,0.1746216530846809,0.4716981132075472,0.10714285714285714,0.43652561247179966,0.9245283018867925,0.2857142857142857
ramen_sample_008,soft,C2,0,53,53,56,0.034297693570832934,0.08360692100817568,0.058952307289504305,0.05949464520078143,65.14984893798828,1.2506415413775613,0.9550844487196731,3.251636505126953,0.09271523178762388,0.1320754716981132,0.07142857142857142,0.1746216530846809,0.4716981132075472,0.10714285714285714,0.43652561247179966,0.9245283018867925,0.2857142857142857
ramen_sample_008,soft,C3,0,53,53,56,0.06013993727475584,0.057167076087202076,0.05865350668097896,0.059143916467572825,67.65877532958984,1.3192332230243304,1.2466839664535974,3.2157599925994873,0.08759124087543801,0.11320754716981132,0.07142857142857142,0.21308980213041676,0.2641509433962264,0.17857142857142858,0.5940594059400953,0.5660377358490566,0.625
ramen_sample_009,soft,C0,0,77,77,56,0.03166277006183881,0.09004939874618934,0.06085608440401408,0.061097430125096656,62.65262985229492,0.5251263014708676,0.13247513319080106,3.318169355392456,0.0,0.0,0.0,0.030981067125415505,0.11688311688311688,0.017857142857142856,0.3986710963451342,0.7792207792207793,0.26785714285714285
ramen_sample_009,soft,C1,0,77,77,56,0.03166277006183881,0.09004939874618934,0.06085608440401408,0.061097430125096656,62.65262985229492,0.518003599443095,0.1409052082185046,3.239191770553589,0.0,0.0,0.0,0.030981067125415505,0.11688311688311688,0.017857142857142856,0.3986710963451342,0.7792207792207793,0.26785714285714285
ramen_sample_009,soft,C2,0,77,77,56,0.03166277006183881,0.09004939874618934,0.06085608440401408,0.061097430125096656,62.65262985229492,0.509317977857055,0.18044411048297235,3.303469657897949,0.0,0.0,0.0,0.030981067125415505,0.11688311688311688,0.017857142857142856,0.3986710963451342,0.7792207792207793,0.26785714285714285
ramen_sample_009,soft,C3,0,77,77,56,0.04711268201612972,0.0533266558286017,0.05021966892236571,0.051001992212382025,57.607364654541016,0.5994306618139044,0.4588825559152412,3.331817626953125,0.0,0.0,0.0,0.015037593984474872,0.012987012987012988,0.017857142857142856,0.37656903765641847,0.45454545454545453,0.32142857142857145
ramen_sample_010,soft,C0,0,112,112,128,0.006151287115813929,0.02099195434159637,0.01357162072870515,0.01401360661819969,58.52772903442383,0.60449055710271,0.4177703108742093,3.3099637031555176,0.05128205128175674,0.14285714285714285,0.03125,0.1944894651536884,0.5714285714285714,0.1171875,0.483076263924222,0.9821428571428571,0.3203125
ramen_sample_010,soft,C1,0,112,112,128,0.006151287115813929,0.02099195434159637,0.01357162072870515,0.01401360661819969,58.52772903442383,0.6170015616933966,0.4356697428880103,3.3086087703704834,0.05128205128175674,0.14285714285714285,0.03125,0.1944894651536884,0.5714285714285714,0.1171875,0.483076263924222,0.9821428571428571,0.3203125
ramen_sample_010,soft,C2,0,112,112,128,0.006151287115813929,0.02099195434159637,0.01357162072870515,0.01401360661819969,58.52772903442383,0.5927781325422057,0.3676412069219928,3.3640549182891846,0.05128205128175674,0.14285714285714285,0.03125,0.1944894651536884,0.5714285714285714,0.1171875,0.483076263924222,0.9821428571428571,0.3203125
ramen_sample_010,soft,C3,0,112,112,128,0.018530493293882882,0.009686653662872136,0.014108573478377509,0.014329116071435192,52.24885940551758,1.13241930259722,0.9736338520030249,3.614494800567627,0.02499999999950222,0.026785714285714284,0.0234375,0.1560283687938305,0.14285714285714285,0.171875,0.5376838235289688,0.4017857142857143,0.8125
ramen_sample_011,soft,C0,0,123,123,101,0.009619909423307425,0.016638691020610625,0.013129300221959024,0.013140930256064894,55.51252746582031,1.3900958258143663,0.6872248682898621,3.3378171920776367,0.031047865458750705,0.032520325203252036,0.0297029702970297,0.15625652809652368,0.2764227642276423,0.10891089108910891,0.4844798657713912,0.8048780487804879,0.3465346534653465
ramen_sample_011,soft,C1,0,123,123,101,0.009619909423307425,0.016638691020610625,0.013129300221959024,0.013140930256064894,55.51252746582031,1.4259573100665743,0.6986980599635674,3.790208101272583,0.031047865458750705,0.032520325203252036,0.0297029702970297,0.15625652809652368,0.2764227642276423,0.10891089108910891,0.4844798657713912,0.8048780487804879,0.3465346534653465
ramen_sample_011,soft,C2,0,123,123,101,0.009619909423307425,0.016638691020610625,0.013129300221959024,0.013140930256064894,55.51252746582031,1.8320647773631322,1.04713375038901,3.5688202381134033,0.031047865458750705,0.032520325203252036,0.0297029702970297,0.15625652809652368,0.2764227642276423,0.10891089108910891,0.4844798657713912,0.8048780487804879,0.3465346534653465
ramen_sample_011,soft,C3,0,123,123,101,0.01866447088232375,0.010974417953632042,0.014819444417977896,0.015071280578464763,58.117496490478516,1.283286898978263,1.3471666314209276,3.5374248027801514,0.017857142856647683,0.016260162601626018,0.019801980198019802,0.22655878153215703,0.17073170731707318,0.33663366336633666,0.6050637829432418,0.5203252032520326,0.7227722772277227
ramen_sample_012,soft,C0,0,133,133,186,0.006203138580608609,0.013321525059925619,0.009762331820267114,0.00980042158587063,42.54409408569336,0.471024803682998,0.4817157055721975,3.3004953861236572,0.05015673981142603,0.06015037593984962,0.043010752688172046,0.24809575625632385,0.3157894736842105,0.20430107526881722,0.5598768324515078,0.7669172932330827,0.44086021505376344
ramen_sample_012,soft,C1,0,133,133,186,0.006287990369864576,0.01317579289584242,0.009731891632853498,0.009816536481296668,42.41371154785156,0.47295984312173506,0.4898376368699209,3.5622148513793945,0.053631284915706984,0.06015037593984962,0.04838709677419355,0.24630389348973655,0.3233082706766917,0.1989247311827957,0.5578607032192576,0.7593984962406015,0.44086021505376344
ramen_sample_012,soft,C2,0,133,133,186,0.006287990369864576,0.01317579289584242,0.009731891632853498,0.009816536481296668,42.41371154785156,0.526224302871642,0.5145058489483001,3.856902837753296,0.053631284915706984,0.06015037593984962,0.04838709677419355,0.24630389348973655,0.3233082706766917,0.1989247311827957,0.5578607032192576,0.7593984962406015,0.44086021505376344
ramen_sample_012,soft,C3,0,133,133,186,0.007835120908402972,0.008097186995098567,0.007966153951750769,0.008194472465723662,38.74702453613281,0.7861656384310274,0.7435611333774952,3.6638660430908203,0.04630012401771585,0.06015037593984962,0.03763440860215054,0.26137329110941027,0.2706766917293233,0.25268817204301075,0.6156825417660015,0.6240601503759399,0.6075268817204301
ramen_sample_013,soft,C0,0,197,197,56,0.16841936520675216,0.12913560955078066,0.1487774873787664,0.15060533116998254,64.77323150634766,0.7389983967872952,0.5633718112237308,3.298048734664917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ramen_sample_013,soft,C1,0,197,197,56,0.16841936520675216,0.12913560955078066,0.1487774873787664,0.15060533116998254,64.77323150634766,0.7150493363925278,0.5359422582013273,10.376275300979614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ramen_sample_013,soft,C2,0,197,197,56,0.16841936520675216,0.12913560955078066,0.1487774873787664,0.15060533116998254,64.77323150634766,0.8037708400853095,0.6596128373728298,3.3953850269317627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ramen_sample_013,soft,C3,0,197,197,56,0.1587145657919444,0.09325048947215778,0.1259825276320511,0.13509399827301832,66.82488250732422,0.7504599318786676,0.7327605721578828,4.498321294784546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ramen_sample_014,soft,C0,0,72,72,95,0.010300530976320645,0.015088962632647357,0.012694746804484,0.012662216157631155,54.30409240722656,0.32204288767602324,0.2773887782812935,3.5113604068756104,0.06615214994437434,0.06944444444444445,0.06315789473684211,0.2574257425737987,0.3611111111111111,0.2,0.6878523833926493,0.8472222222222222,0.5789473684210527
ramen_sample_014,soft,C1,0,72,72,95,0.010300530976320645,0.015088962632647357,0.012694746804484,0.012662216157631155,54.30409240722656,0.3119384485699781,0.27278677881258506,3.3531200885772705,0.06615214994437434,0.06944444444444445,0.06315789473684211,0.2574257425737987,0.3611111111111111,0.2,0.6878523833926493,0.8472222222222222,0.5789473684210527
ramen_sample_014,soft,C2,0,72,72,95,0.010300530976320645,0.015088962632647357,0.012694746804484,0.012662216157631155,54.30409240722656,0.24702542465643104,0.5035058507368796,3.3622591495513916,0.06615214994437434,0.06944444444444445,0.06315789473684211,0.2574257425737987,0.3611111111111111,0.2,0.6878523833926493,0.8472222222222222,0.5789473684210527
ramen_sample_014,soft,C3,0,72,72,95,0.009116711592666237,0.014032906888444906,0.01157480924055557,0.011696767618174054,46.03624725341797,0.24454477177208458,0.4405358730965568,3.395719051361084,0.07150153217518992,0.06944444444444445,0.07368421052631578,0.33057851239622704,0.4444444444444444,0.2631578947368421,0.7493462831523042,0.9444444444444444,0.6210526315789474
ramen_sample_015,soft,C0,0,94,94,60,0.016379499132924902,0.0424999283992322,0.029439713766078554,0.029406954458863113,63.63125991821289,0.5059040379200734,0.31129637570748847,3.436290740966797,0.0,0.0,0.0,0.0,0.0,0.0,0.05973451327414994,0.2872340425531915,0.03333333333333333
ramen_sample_015,soft,C1,0,94,94,60,0.016379499132924902,0.0424999283992322,0.029439713766078554,0.029406954458863113,63.63125991821289,0.5273266953922111,0.32745864179895257,3.379519462585449,0.0,0.0,0.0,0.0,0.0,0.0,0.05973451327414994,0.2872340425531915,0.03333333333333333
